time_of_review,timestamp,product_id,product_name,summary,review,bin_sentiment
2020-12-23 14:49:50,1608734990,B00CDS9HTM,AmazonBasics Large DSLR Gadget Bag (Gray interior),Affordable Great Protection for your Gadgets,"The Amazon Gadget Bag is well constructed and fairly sturdy, and should hold up for quite a while.  The design is different than several other bags I have seen and/or used. When you unbuckle to open the top flap there is Velcro that also holds it in place, connected to a zippered cover over the main interior. This can be a little annoying as it takes more time getting to your gadgets. But it is a good safety feature in the event that your buckles somehow come out when the bag is slung over your shoulder, i.e., nothing will fall out. The bag is quite well padded to provide protection if dropped. The shoulder strap is pretty well padded providing more than adequate comfort for longer treks and the carry handle padding is also pretty good.The interior will hold a DSLR body with 1 to 3 small to medium lenses, depending upon the size of the lenses and hoods you wish to take. In other words, it will not hold a DSLR body and a 70-200 lens. For instance, it will hold a Nikon D7000 with MB-11 Battery Pack attached (standing), along with a Tamron 24-70mm f/2.8 lens with hood attached, and a Nikon Nikkor 12-24mm f/4 with its hood unattached in a separate slot. The bag width is such that the camera body fits quite snug.On the inside of the interior lid is a zippered mesh pocket which is good for extra memory cards, cleaning cloths and other smaller thin items. The outside front zippered pocket, which is covered by the flap when closed, has another zippered mesh pocket inside, an open space and another un-zippered pouch, along with two holders for lens pens and the like. This outside pocket will easily hold a Kindle Fire HD 7"" with the BUILT Slim Cover attached. There are zippered exterior pockets on either side, which provide quick access for spare batteries, spare lens caps, even an iPhone or other smart phone device. There are two straps at the bottom front allowing you to attach a tripod, though I have not used this feature.This large Amazon Gadget Bag is quite useful for packing a small amount of select gear and various bits and bobs to take with you and will provide very good protection for your gadgets.",1.0
2020-12-23 15:10:40,1608736240,B00904JILO,NETGEAR Push2TV Wireless Display HDMI Adapter with Miracast (PTV3000) Certified for use with Kindle Fire HDX,Fairly Good Miracast Adapter for Windows 8.1 / Microsoft Surface Tables,"Works pretty well with the Microsoft Surface Pro, Surface Pro 2, and Surface 2.  I own a Surface Pro 2 and use it with this product regularly, but I have also had opportunities to test it with the original Surface Pro (with Windows 8.1 update) and Surface 2.  I have used it to Miracast several movies to my TV and once it's connected it works great.Before you spend any time at all trying to get this thing to work, download and install the latest firmware from the Netgear website.  Also, run windows update or get the latest updates for whatever OS you are using.  For the Microsoft surface line of tablets you'll need Windows 8.1 and the updates (drivers and firmware updates) up to early November 2013 for Miracast support to be functional.The streaming has very little lag and the video/audio are in sync on the remote TV.  Local audio gets disabled so you won't hear an echo effect due to any delay.  The lag is probably around 0.3 seconds max, but it's hard to measure even when attempting to watch the local and remote screen at the same time.  For very fast paced games that require real time reactions it may be too much lag, but for anything else it is basically a non-issue.Minor issues...- The device has to be unplugged and restarted more often than I would like.  On the TV screen it will show the ""waiting for connection"" message, but when you attempt to connect it's as if it's not listening.  My Surface Pro 2 will either not see it or say that it couldn't connect.  If I unplug the PTV3000 and plug it back in everything will work fine.  However, I have to do this about every third or forth time I try to connect to it.  Hopefully a future firmware update will make it more reliable.- [See edit/update below] The edges of the screen are slightly cut off.  Maybe about 20 or 30 pixels on all four sides of the cast/projected image are cut off on the remote screen.  It doesn't really matter for watching movies or most other things, but if you are on the desktop you'll notice that about half the Start button, clock, etc. are cut off.  The device I'm using has 1080p native resolution and so does the TV so there is no reason to scale or cut off the image.  Maybe this will be fixed in a future update.- Occasionally, the video will transmit to the TV, but not the audio.  Disconnecting and reconnecting fixes the issue.  It's not a big deal at all as long as the adapter accepts the connection without needing to be restarted (see first issue).- If you let the tablet/laptop/whatever go to sleep or automatically turn off it's screen due to inactivity you usually have to reconnect.  This happens to me sometimes when I pause a movie and walk away too long.  Again, it's not a big deal at all as long as the adapter accepts the connection without needing to be restarted (see first issue).Overall, even thought this device is a bit flakey about accepting connections, it's easily fixed with a quick restart and it works very well once a connection has been made.  For me, it's a very useful device even with the minor flaws that it currently has.*** Update 11/24/2013 ***Netgear has released a new firmware update (v2.4.26) that addresses the issue with screen edges being slightly cut off.  This has resolved that issue for me and the remote screen now matches the local screen perfectly.  The firmware update also seems to have helped with the issue of having to restart the device on a fairly frequent basis.  It's a lot more reliable now and I have used it several times over the past several days without having to restart anything.  If the device had been this way out of the box I would have given it 5 stars.  However, for me, I had to deal with these issues for a while after purchase so it was not a perfect customer experience.  People purchasing it now will get a great experience as long as they have the latest firmware installed before they try to use it.",1.0
2020-12-23 15:24:41,1608737081,B00947LCZW,10W Rapid Charger Samsung-Galaxy Note 10.1 Gt-n8013 Tab 2 10.1 Gt-p5113 Sgh-i497 Sch-i915 7.0 Gt-p3113 Gt-p3100 Sch-i705 Note-Tab-2-10.1 8.9 7.7 7 Tablet uL Listed Extra Long AC Adapter,It works,"And actually seems to charge a bit faster than the one that came with the Galaxy Note 10.1. And the cord is about twice as long (6 feet) as the original charger .The big plus for me is this: I also purchased the made-for-Note 10.1 keyboard. With the tablet mated to the keyboard and this charger plugged into the keyboard (powering/charging both the tablet and the keyboard), it's like using a laptop whose charge never runs out!Update: The others who have commented that it runs quite warm are correct. I won't leave it plugged in and leave the house until I have time to see just how hot it gets. Beware.Second Update: I wrote the above update describing how warm the unit became while plugged into the Samsung keyboard with the Note 10.1 tablet plugged into the keyboard and turned on - worst possible case, in other words, using it like a laptop. If you simply connect to the tablet and turn the tablet off and let it charge, the unit doesn't get particularly warm.",1.0
2020-12-23 15:51:53,1608738713,B0073HSHVM,Nikon COOLPIX S6300 16 MP Digital Camera with 10x Zoom NIKKOR Glass Lens and Full HD 1080p Video (Red),Nikon fun.,"I needed to replace my camera with one that was compact and versatile, the Coolpix fit the bill.  Not a bulky hard to travel with camera small, great resolution and ease of use with 1080p capabilities.",1.0
2020-12-23 16:12:43,1608739963,B0073HSHVM,Nikon COOLPIX S6300 16 MP Digital Camera with 10x Zoom NIKKOR Glass Lens and Full HD 1080p Video (Red),Nice Camera,"Very nice camera, takes excellent shots, keep in mind settings-kinda like a dslr. I bought it for my wife, she goes to soccer games with grandson. Nice pictures. Yes, I would recommend this camera. Small, lightweight..",1.0
2020-12-23 16:31:00,1608741060,B00D18U63O,"Surface 2 and 1 Sleeve, Snugg - Purple Leather Sleeve Case Protective Cover for Surface 2 and 1",Works great for my Surface,"written by Pete K.Bought this for my Surface tablet and it works great.  I also have a Logitech mouse with the Logitech Unifying Nano-receiver.  My Surface fits into the bag with the Nano-receiver plugged into the USB port, which is great cause then I never have to remove it and possibly lose it.",1.0
2020-12-23 17:23:03,1608744183,B00D18U63O,"Surface 2 and 1 Sleeve, Snugg - Purple Leather Sleeve Case Protective Cover for Surface 2 and 1",This Does Not Fit Pro 2 With A Typecover,This case fits its name exactly. I cant even get my Surface Pro 2 in it with the typecover attached and it barely fits with just the tablet. The flap will not secure with just the tablet once you get it in. My guess it would be fantastic with the Surface but not the pro model.,0.0
2020-12-23 17:33:16,1608744796,B00CDS9HTM,AmazonBasics Large DSLR Gadget Bag (Gray interior),FITS EVERYTHING I CARRY,"Holds my Panasonic LumixDMC FZ-200 camera, lens hood, accessory flash, extra battery with charger,Neewer CN-160 LED array for video lighting and an additional five AA batteries.  Not to mention SD chips and a mini tripod.",1.0
2020-12-23 17:44:12,1608745452,B00947LCZW,10W Rapid Charger Samsung-Galaxy Note 10.1 Gt-n8013 Tab 2 10.1 Gt-p5113 Sgh-i497 Sch-i915 7.0 Gt-p3113 Gt-p3100 Sch-i705 Note-Tab-2-10.1 8.9 7.7 7 Tablet uL Listed Extra Long AC Adapter,Lifesaver,"Unfortunately, the charging cord that Samsung provides with it's tablets is ridiculously short. This cord works very well and is a perfect length.",1.0
2020-12-23 17:46:48,1608745608,B0072KN5ZS,"2 Pack of Amazon Kindle Fire Anti-Fingerprint, Anti-Glare, Matte Finishing Screen Protector",Perfect fit,These covers fit the Kindle Fire perfectly.  They arrived sooner than promised which is always a good thing.  I would definitely buy again.,1.0
2020-12-23 18:17:03,1608747423,B0072KN5ZS,"2 Pack of Amazon Kindle Fire Anti-Fingerprint, Anti-Glare, Matte Finishing Screen Protector",worked great,"This screen protector worked great, saved my tablet froma really deep scratch.. until my 17monthold learned to peel it off =(",1.0
